"","X","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"165",165,1758,"eurico",1322489618,262724,"28/11/2011 14:13","no",223,1.93,2.96,-87.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,-0.03,-7,4,27,40,564,-433,71.4,43.4,84.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,0,-218,154,-113,-337,241,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.34691226,69.63326897,-3.129332416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.06,-0.3,41,49,-2,-267,432,283,-127,1.56,-3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-2.18,-0.03,203,-37,140,472,-611,12,"A"
"166",166,1760,"eurico",1322489618,278729,"28/11/2011 14:13","no",223,1.82,2.97,-87.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.03,-10,4,27,52,559,-417,71.4,43.3,84.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.03,-220,155,-112,-330,230,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.26495289,58.79385116,1.386661607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.03,-0.49,40,60,1,-259,435,283,-128,-2.61,-2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-2.36,-0.15,201,24,158,482,-554,-1,"A"
"167",167,1772,"eurico",1322489618,938647,"28/11/2011 14:13","yes",223,0.99,4.12,-87.6,3,-0.533999,-0.060755,NA,-0.226073,-1.394027,NA,-87.3,3,-0.5,-87.8,2,-0.5,0.5,1,0,0.2,1.6,0.4,0.1,3.6,0.4,0.2,-87.5,0.1,0.02,0.06,-0.02,-0.03,-11,3,28,57,566,-409,73.4,44.7,87.3,30,0.1735,71.668,0.7906,0.6251,43.592,0.5306,0.2816,85.014,0.9114,0.8306,0.02,0.03,-0.05,-223,155,-111,-362,250,577,0.44379,1.37178,2.57572,1.44493,1.69104,-0.70617,44.8,87.3,31,43.2,84.4,29,1.6,2.9,2,103,40.7,33.6,0.3371,11.9502,NA,0.0071,-2.9051,NA,83.8,61.4,0.3,7.7,-146.2,0.3,76.14,207.63,0,2,4.4963,95.7734,23.9607,574.1149,50.9182,15.2179,231.5853,8.1168,33.8842,1148.1357,0.24,-0.74,-0.44,6,13,5,-407,293,301,165,-45.2,87.1,-1.4968,-0.2189,NA,0.202,1.0831,NA,27.7,87.1,-1.5,-46.1,-5.8,-1.5,73.8,92.91,0,38,29.42082,-100.56,102.51355,10509.02694,-13.0582,26.82121,719.37742,18.4794,29.57038,874.40754,-0.14,-1.7,0.18,57,311,189,-158,747,-320,"A"
"168",168,1777,"eurico",1322489619,174703,"28/11/2011 14:13","no",224,1.04,4.36,-87.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0,-10,4,30,51,579,-418,72.6,44.2,86.4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0,0.02,-227,154,-121,-358,239,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.73955598,90.18322525,-62.90148024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.51,-0.3,4,-1,-3,-424,262,295,153,-41.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-1.12,0.18,4,302,205,-338,913,-388,"A"
"169",169,1782,"eurico",1322489619,246649,"28/11/2011 14:13","no",224,1.24,4.48,-87.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0.02,-6,3,28,60,573,-425,73.3,44.3,86.3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.02,0.05,-227,154,-126,-357,240,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.15221556,-78.15221556,-8.815924263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.35,-0.28,-8,-8,-1,-435,250,297,145,-35.7,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.9,0.18,-54,285,194,-520,1060,-466,"A"
"170",170,1794,"eurico",1322489619,654649,"28/11/2011 14:13","no",224,1.92,4.72,-87.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0.02,-9,4,22,60,564,-427,74.3,44.8,87.7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.05,0.05,-227,155,-123,-366,251,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.4054429,-26.21529333,17.36450116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.21,-0.23,-3,-11,2,-412,258,306,140,-32,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.02,0.23,-62,283,205,-594,1100,-483,"A"
"171",171,1823,"eurico",1322489620,694678,"28/11/2011 14:13","no",225,1.5,4.79,-87.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.02,-10,4,19,52,567,-425,84.7,-54.3,-31.8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,0.27,-0.48,166,67,-297,658,-156,-258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.5141272,54.56550545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.34,-0.11,17,28,0,-316,379,309,-134,33.5,-33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,-0.58,0.25,20,-228,143,118,-688,30,"A"
"172",172,1856,"eurico",1322489623,154891,"28/11/2011 14:13","no",227,1.29,4.83,-87.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0.03,-8,3,28,52,581,-424,51,-28.9,36.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.44,0.74,-1.02,24,115,-31,642,-77,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.73955598,0,137.3400767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,0.19,0.08,0,-1,5,-385,308,295,-148,-9.83,-0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,2.87,0.46,191,22,177,503,-641,45,"A"
"173",173,1864,"eurico",1322489623,474665,"28/11/2011 14:13","no",227,2.05,4.12,-87.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.02,-8,4,24,50,567,-431,116,-52.2,-58.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,0.18,0,160,19,-374,546,-164,-388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.5034456,51.86919975,15.44652858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.1,-0.13,29,50,9,-265,408,308,-145,13.4,-37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-1.04,0.25,140,-156,136,203,-660,-21,"A"
"174",174,1882,"eurico",1322489623,994694,"28/11/2011 14:13","yes",227,1,4.79,-87.6,3,4.393964,58,NA,0.867969,-7.615773,NA,-87.5,3,4.4,-87.7,2,4.4,0.2,1,0,0,1.5,0.4,0.1,4.5,0.3,0.1,-87.6,0,0,0.03,0,-0.02,-9,1,28,56,570,-423,69.3,-40.8,17.4,20,122.1948,90.0138,28.0168,784.9433,-43.0617,13.0917,171.3937,-17.0762,41.116,1690.5225,2.92,-0.77,0.38,120,105,-108,711,-79,183,2.05465,-1.23204,-1.4405,1.71066,0.34598,-0.06077,-3.4,58.9,45,-54.9,-68,12,51.5,126.9,33,72.6,67.2,42.8,1.4326,0.747,NA,-1.4787,1.3671,NA,80.5,142.9,1.4,-73,-5,1.4,153.43,147.9,0,2,5.1301,73.0812,47.2305,2230.7218,38.7934,37.1644,1381.1937,39.6411,40.6699,1654.0412,0.22,-0.8,-0.36,15,16,10,-347,329,321,-179,-23.4,27.7,-1.3637,-0.6341,NA,-0.3258,0.7342,NA,15.3,37.7,-1.4,-28.4,-39.2,-1.4,43.7,76.9,0,38,11.93708,-150.5,8.26374,68.28947,-2.52707,13.9553,194.75048,-15.36724,22.58915,510.26969,-0.29,-3.42,-0.62,162,297,164,200,223,-265,"A"
"175",175,1889,"eurico",1322489625,150653,"28/11/2011 14:13","no",228,1.58,4,-87.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-8,5,25,51,572,-417,76,23.4,102,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,0.03,0.05,-228,156,-123,-362,296,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.7295218,0,64.35011088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.37,-0.15,0,-12,9,-412,250,317,151,-5.38,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,1.03,0.31,-50,303,188,-647,1180,-580,"A"
"176",176,1907,"eurico",1322489625,966648,"28/11/2011 14:13","no",228,1.71,4.31,-87.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,0.02,-10,2,22,58,565,-423,90.6,-47.7,-13.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,0.21,-0.26,141,65,-210,715,-110,-135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.8813668,45.89854792,13.67454111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.48,-0.08,13,26,4,-318,356,307,-155,10.2,-49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,0.1,0.46,60,-239,154,108,-633,-35,"A"
"177",177,1917,"eurico",1322489626,442661,"28/11/2011 14:13","no",229,1.59,2.77,-87.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.07,-7,5,24,52,569,-430,113,-45.3,-44.1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,-0.05,0,187,49,-329,592,-120,-345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.98932021,89.60026426,18.47757291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.58,-0.39,51,39,12,-257,401,313,-160,-10.8,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-3.29,-0.64,167,31,168,480,-535,-18,"A"
"178",178,1919,"eurico",1322489626,554662,"28/11/2011 14:13","no",229,1.15,3.11,-87.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,-0.07,-7,1,28,46,574,-428,97.5,-43,-13.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,-0.72,0.13,154,84,-240,715,-75,-142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.10207482,56.84062531,40.42893136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.74,-0.31,26,36,19,-308,342,344,177,-15.9,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-3.12,-0.3,174,222,134,225,207,-272,"A"
"179",179,1973,"eurico",1322489630,658686,"28/11/2011 14:13","no",231,0.9,3.84,-87.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,0.03,-14,4,30,46,572,-429,78.5,10.3,104,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,0.66,-0.75,-208,187,-74,-272,321,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.52973152,-54.10382176,48.19676571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.26,0.15,-10,-14,9,-412,257,316,-178,-18.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,3.63,0.48,181,157,193,617,-536,109,"A"
"180",180,1983,"eurico",1322489631,34771,"28/11/2011 14:13","no",232,1.56,4.02,-87.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.02,0.02,-10,4,18,59,562,-433,72.6,-27.8,50.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,0.72,-0.59,-11,150,-7,573,30,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.87684137,55.93892414,86.03916679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.06,-0.15,7,5,10,-374,311,315,-164,2.86,-59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.1,0.54,41,-264,163,176,-711,37,"A"
"181",181,2005,"eurico",1322489631,914683,"28/11/2011 14:13","no",232,0.71,3.1,-87.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.03,-9,4,30,41,575,-429,82.7,-29.2,33.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,-1.12,0.15,52,154,-59,647,55,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38964333,49.74878646,90.4325682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.74,-0.11,17,14,28,-348,316,327,162,6.68,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-1.81,0.07,12,336,189,-435,1020,-489,"A"
"182",182,2027,"eurico",1322489632,674767,"28/11/2011 14:13","no",233,1.1,3.37,-88.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.08,-10,4,26,43,573,-420,76.7,10.8,116,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.13,0.33,-228,157,-131,-390,294,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.48269164,-50.64446434,50.64446434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.43,-0.36,-10,-15,10,-410,250,314,164,11.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1.14,0.33,-48,317,181,-616,1160,-564,"A"
"183",183,2028,"eurico",1322489632,690710,"28/11/2011 14:13","no",233,1.06,3.35,-88.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0,-0.07,-10,3,25,36,572,-431,77.2,11,116,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.14,0.38,-236,162,-132,-396,297,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.65774857,-48.22106668,64.70816296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.43,-0.3,-10,-14,13,-408,251,314,164,10.4,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,1.36,0.33,-40,321,179,-593,1140,-553,"A"
"184",184,2033,"eurico",1322489632,902641,"28/11/2011 14:13","no",233,0.58,2.75,-88.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-3,2,32,33,576,-413,78.2,11.1,116,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,0.14,-0.28,-223,166,-116,-377,303,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.34870457,-31.29425995,55.5960512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.27,-0.13,-7,-18,12,-410,245,311,166,-1.33,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,3.05,0.77,64,356,161,-47,626,-318,"A"
"185",185,2047,"eurico",1322489633,542699,"28/11/2011 14:13","no",234,2.09,3.88,-88.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.02,0,-7,4,21,43,571,-434,81.1,-39,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.69,0.55,-0.62,62,94,-91,729,-108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.17250456,52.71305281,74.85873359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,0.55,-0.15,17,18,23,-330,331,329,-169,0.29,-64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,1.77,0.74,37,-242,175,172,-733,62,"A"
"186",186,2062,"eurico",1322489633,930637,"28/11/2011 14:13","no",234,0.95,3.54,-88.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.05,-10,3,25,43,570,-432,124,-34,-47.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,-0.31,0.18,161,33,-375,518,-155,-404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5778625,80.43474087,43.21504453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-0.75,-0.36,43,33,25,-256,380,349,-178,-6.96,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,-3.47,-0.36,184,57,179,580,-614,81,"A"
"187",187,2079,"eurico",1322489635,498728,"28/11/2011 14:13","no",235,1.16,3.47,-88.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-9,4,28,35,570,-424,84.9,13.4,116,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.05,0.07,-237,166,-149,-399,319,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.5097214,-3.569911268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.29,0.23,-1,-28,0,-422,266,297,173,-5.78,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,3.82,0.54,167,232,182,490,-177,-5,"A"
